Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
bajaoutpost.com,SEO.Domains,7,10,85,41,"Recreation/Pets: 7
Recreation/Travel: 6
Business/News and Media: 5
Computers/Internet/Web Design and Development: 5
Business/Automotive: 5
Health/Reproductive Health: 5
Arts/Writers Resources: 4
Society/Death: 3","English: 90.5%
Dutch: 5.4%
Italian: 1.3%
Portuguese: 1.3%
Spanish: 1.3%","English: 96.1%
French: 3.8%",15,27,26,15,4,25,18,3,1,0,0,0,0,1,1,12/06/2025,$150,
andrenegrao.com,SEO.Domains,23,35,235,27,"Recreation/Outdoors: 23","English: 65.2%
German: 13%
Chinese: 8.6%
Dutch: 8.6%
Russian: 4.3%","English: 100%",26,26,12,13,0,11,18,6,132,271,2296600,40,8,3,2,12/06/2025,$540,
address-verify.com,SEO.Domains,6,13,269,143,"Society: 6","English: 88.1%
Arabic: 11.8%","English: 100%",27,24,19,3,6,13,18,2,0,0,0,0,0,1,1,12/06/2025,$250,
b-willis.com,SEO.Domains,7,7,68,35,"Arts/Movies: 7
Arts/Performing Arts: 6
Computers/Internet/Web Design and Development: 3","English: 45%
French: 39%
Russian: 8.3%
Czech: 1.8%
German: 1.5%
Hungarian: 1.1%
Finnish: 0.3%
Japanese: 0.3%
Latvian: 0.3%
Polish: 0.3%","English: 66.6%
French: 33.3%",27,23,16,30,4,16,18,4,1,0,0,0,0,1,1,12/06/2025,$200,
hannah-bates.com,SEO.Domains,5,15,568,175,"Reference/Libraries: 5
Arts/Photography: 3
Arts/Visual Arts: 3
Shopping/Niche: 2
Arts/Art History: 2","English: 90.9%
Arabic: 4.3%
French: 2%
Spanish: 2%
Russian: 0.3%
Slovak: 0.3%","English: 50%
French: 50%",23,29,10,15,5,10,18,3,1,0,30529443,1,0,1,1,12/06/2025,$360,
redlineoil-europe.com,SEO.Domains,7,25,139,45,"Recreation/Motorcycles: 7
Recreation/Autos: 4","English: 44.1%
French: 32.5%
Greek: 9.3%
Polish: 5.4%
Danish: 4.6%
Dutch: 0.7%
Italian: 0.7%
Lithuanian: 0.7%
Romanian: 0.7%
Slovak: 0.7%","English: 100%",27,27,19,17,4,18,18,2,233,0,28428833,2,32,0,0,12/06/2025,$350,
oranienbaumexhibition.com,SEO.Domains,8,10,62,32,"Arts/Design: 7
Business/Textiles and Nonwovens: 6
Arts/Visual Arts: 6
Arts/Architecture: 6
Regional/Europe: 6
Business/Industrial Goods and Services: 4
Business/Consumer Goods and Services: 4
Recreation/Outdoors: 4
Arts/Literature: 4
Business/Wholesale Trade: 3","English: 66.6%
Dutch: 20.4%
German: 11.8%
Japanese: 1%","English: 100%",29,23,12,4,3,10,18,4,1,0,0,0,0,1,1,11/10/2025,$570,
safeinbreastfeeding.com,SEO.Domains,11,27,292,164,"Business/Healthcare: 11
Health/Pharmacy: 5","English: 53.6%
German: 6.5%
Portuguese: 5.7%
French: 4.3%
Italian: 4.3%
Korean: 3.6%
Japanese: 3.6%
Spanish: 3.6%
Chinese: 2.8%
Dutch: 2.8%","English: 100%",25,30,7,20,1,7,18,0,274,0,13832443,97,5,4,1,11/10/2025,$530,
steelersfootball.net,SEO.Domains,5,16,240,160,"Business: 5
Recreation/Humor: 4
News/Journalism: 2","English: 71.4%
Icelandic: 13.1%
Arabic: 6.5%
German: 2.1%
Indonesian: 2.1%
Persian: 1%
Swedish: 1%
Thai: 1%
Turkish: 1%","English: 100%",19,36,13,28,3,11,18,7,1,0,0,0,0,1,1,12/06/2025,$480,
miklianmaps.com,SEO.Domains,7,23,159,125,"Regional/Europe: 7
Science/Social Sciences: 6
Computers/Internet/Web Design and Development: 6
Recreation/Collecting: 5
Recreation/Travel: 5
Reference/Education: 5
Shopping/Antiques and Collectibles: 4
Business/Publishing and Printing: 4
Reference/Maps: 4
Computers/Internet/Searching: 4","English: 93.6%
French: 3.1%
Russian: 3.1%","English: 100%",27,27,16,16,0,15,18,2,1,0,0,0,1,0,0,11/10/2025,$400,
vickysteeves.com,SEO.Domains,6,15,232,162,"Science/Environment: 5
Society/Issues: 5
Recreation/Food: 5
Reference/Education: 4
Computers/Open Source: 4
Reference/Libraries: 4
Society/People: 4
Society/Organizations: 3
Science/Earth Sciences: 3
Health/Medicine: 3","English: 94.7%
French: 5.2%","English: 100%",21,27,8,13,0,8,18,2,1,0,0,0,0,0,0,11/10/2025,$200,
lightroomanalytics.com,SEO.Domains,6,14,909,183,"Arts/Photography: 6","English: 97%
French: 1.4%
Russian: 0.6%
Dutch: 0.2%
German: 0.1%
Italian: 0.1%
Portuguese: 0.1%
Vietnamese: 0.1%","English: 100%",25,29,12,9,0,12,18,2,1,0,0,0,0,1,1,11/10/2025,$230,
storiedmag.com,"Expired Domains - Register Now!",6,12,459,154,"Society/People: 6
Regional/Asia: 4
Recreation/Travel: 4
Sports/Golf: 4","English: 86.4%
Japanese: 10.8%
Chinese: 2.7%","English: 74.6%
Vietnamese: 24.8%
Indonesian: 0.2%",11,25,4,0,0,4,18,3,1,0,0,0,12,25,25,11/10/2025,,"11/14/2025 17:45:00"
powerbite-supplement.com,"Expired Domains - Register Now!",9,13,50,36,"Regional/North America: 9
Computers/Internet/E-mail: 5","English: 100%","English: 100%",17,33,2,6,0,2,18,1,0,0,0,0,5,25,25,10/28/2025,,"11/01/2025 17:45:00"
sbcaptains.com,"Expired Domains - Register Now!",5,17,850,275,"Sports/Baseball: 5
Recreation/Trains and Railroads: 4
Regional/North America: 4
Business/Transportation and Logistics: 3
Society/Government: 3
Society/History: 3
Society: 3","English: 100%","English: 100%",19,25,12,22,0,12,18,3,0,0,0,0,1,0,0,10/26/2025,,"10/30/2025 17:45:00"
survivalsuppliesltd.com,"Expired Domains - Register Now!",8,5,97,31,"Recreation/Travel: 8","English: 100%","English: 100%",12,29,22,27,0,21,18,2,0,0,0,0,0,0,0,10/21/2025,,"10/25/2025 17:45:00"
totozz.com,"Expired Domains - Register Now!",8,16,265,150,"Home/Gardening: 7
Computers/Internet/On the Web: 7
Computers/Internet/E-mail: 5
Regional/North America: 4","English: 78.4%
Russian: 20.6%
Slovak: 0.3%","English: 100%",15,41,4,12,0,4,18,7,0,0,0,0,0,0,0,10/20/2025,,"10/24/2025 17:45:00"
apartamentosennuevayork.net,"Expired Domains - Register Now!",5,5,165,136,"Recreation/Motorcycles: 4
Sports/Soccer: 4
Business/Real Estate: 3
Recreation/Outdoors: 3
Sports/Organizations: 2
Sports/Running: 2
Business/Industrial Goods and Services: 2","English: 50%
Spanish: 50%","English: 100%",13,21,15,24,0,12,18,2,1,0,0,0,0,7,4,10/16/2025,,"10/20/2025 17:45:00"
richardhallphotography.com,"Expired Domains - Register Now!",6,1,32,20,"World/Català: 6
Recreation/Travel: 6
Society/Government: 5
Science/Earth Sciences: 3
Regional/Oceania: 3
Society/Issues: 3","English: 100%","English: 75%
Polish: 25%",17,29,15,16,0,12,18,2,0,0,0,0,0,0,0,10/14/2025,,"10/18/2025 17:45:00"
broccoliwad.com,"Expired Domains - Register Now!",5,14,337,168,"Home/Cooking: 5
Games/Video Games/Browser Based: 3
Games/Roleplaying: 3
Games/Video Games/Roleplaying: 3
Society/Organizations: 3
Society: 2","English: 100%","English: 100%",15,26,11,22,0,11,18,3,1,0,0,0,0,1,1,10/10/2025,,"10/14/2025 17:45:00"
nofucksbarngrill.com,"Expired Domains - Register Now!",8,7,723,30,"Computers/Hardware: 8
Computers/Internet/Web Design and Development: 5","English: 100%","English: 100%",10,19,2,9,0,2,18,1,4,0,0,0,4,2,2,09/30/2025,,"10/04/2025 17:45:00"
tcbministries2019.com,"Expired Domains - Register Now!",10,11,31,20,"Arts/Radio: 10
Regional/Middle East: 4
Recreation/Radio: 4","English: 58.3%
German: 8.3%
Russian: 5.5%
Spanish: 5.5%
Arabic: 2.7%
Azerbaijani: 2.7%
Bengali: 2.7%
French: 2.7%
Greek: 2.7%
Hungarian: 2.7%","English: 100%",15,28,4,9,0,4,18,3,1,0,0,0,2,0,0,09/15/2025,,"09/19/2025 17:45:00"
funeralhorse.com,"Expired Domains - Register Now!",10,15,276,150,"News/Newspapers: 10
Arts/Television: 5","English: 63.6%
Slovenian: 34%
Dutch: 2.2%","English: 100%",17,25,3,6,0,3,18,3,0,0,0,0,0,0,0,09/12/2025,,"09/16/2025 17:45:00"
fordsalvage.net,"Expired Domains - Register Now!",20,14,115,97,"Business/Industrial Goods and Services: 20","English: 100%","English: 100%",10,24,24,7,0,21,18,2,0,0,0,0,0,1,1,08/16/2025,,"08/20/2025 17:45:00"
roxanne-fist-fucking.com,"Expired Domains - Register Now!",13,18,10767,75,"Adult/Image Galleries: 13
Adult/Computers: 13
Shopping/Vehicles: 12
Business/Arts and Entertainment: 11
Arts/Photography: 9
Recreation/Travel: 9
Adult/Regional: 9","English: 99.8%","English: 100%",21,28,13,10,2,12,18,4,0,0,0,0,0,0,0,07/19/2025,,"07/22/2025 17:45:00"
gatewaybaptistchurch.net,"Expired Domains - Register Now!",16,12,431,21,"Society/Religion and Spirituality: 16","English: 100%","English: 100%",18,26,24,20,0,23,18,2,0,0,0,0,53,2,2,07/19/2025,,"07/23/2025 17:45:00"
ballisticreload.com,"Expired Domains - Register Now!",6,14,215,72,"Recreation/Travel: 5
Computers/Internet/On the Web: 5
Home/Family: 5
Business: 5
Health/Fitness: 4
Business/Construction and Maintenance: 4
Business/Real Estate: 4
Recreation/Pets: 4
Health/Senior Health: 4
Society/Organizations: 3","English: 100%","English: 99.9%",13,33,13,19,0,7,18,3,8,0,32472690,1,14,1,1,07/03/2025,,"07/07/2025 17:45:00"
eduquiv.com,"Expired Domains - Register Now!",8,13,291,179,"Reference/Education: 8
Computers/Software/Graphics: 6","English: 99.6%
Russian: 0.3%","English: 100%",10,36,12,22,0,12,18,2,1,0,0,0,0,5,1,06/29/2025,,"07/03/2025 17:45:00"
garrisonfewell.com,"Namejet PreRelease",12,16,131,39,"Shopping/Music: 12
Arts/Music: 9
Business/Industrial Goods and Services: 9
Business/Wholesale Trade: 7
Business/Employment: 7
Reference/Museums: 6
Arts/Photography: 6
Arts/Visual Arts: 5","English: 88.5%
Italian: 4.3%
French: 3.5%
Japanese: 1.7%
Dutch: 0.8%
Russian: 0.8%","English: 100%",29,28,24,48,0,24,17,,83,0,30606379,1,0,0,0,12/21/2025,$69,"12/27/2025 04:00:00"
snourian.com,"Namejet PreRelease",5,28,180,168,"Computers/Programming/Languages: 5
Computers/Software/Databases: 3
Computers/Programming/Personal Pages: 3
Society/People: 2
Business/Marketing and Advertising: 2","English: 98%
Arabic: 0.6%
Italian: 0.6%
Russian: 0.6%","English: 100%",13,25,6,9,0,6,17,0,38,0,26416870,2,30,7,6,12/19/2025,$79,"12/25/2025 04:00:00"
helloluvvy.com,"Namejet PreRelease",5,16,161,71,"Reference/Libraries: 5
Society/Gay  Lesbian  and Bisexual: 4
Recreation/Outdoors: 3
Society/Military: 3
Home/Entertaining: 2","English: 61.4%
Polish: 22.2%
Arabic: 7.4%
Spanish: 4%
Japanese: 2%
Swedish: 1.3%
Dutch: 0.6%
Indonesian: 0.6%","English: 100%",29,32,12,23,0,12,17,0,0,0,0,0,0,6,1,12/21/2025,$69,"12/23/2025 19:00:00"
lankaviews.com,"Pending Delete",17,18,6516,207,"News/Media Industry: 17
Home/Cooking: 10
Society/Issues: 7","English: 99.6%
Sinhalese: 0.3%","English: 100%",13,41,14,127,1,13,17,5,,0,0,0,0,1,1,12/19/2025,,"12/23/2025 17:45:00"
koabullies.com,"Expired Domains - Register Now!",9,14,26,22,"Recreation/Pets: 9","English: 100%","English: 100%",14,25,4,6,0,4,17,2,0,0,0,0,0,1,1,12/16/2025,,"12/20/2025 17:45:00"
aljaferiasuites.com,"Expired Domains - Register Now!",5,19,461,20,"Arts/Music: 5","English: 98.2%
Spanish: 0.6%
Arabic: 0.4%
Italian: 0.4%
Czech: 0.2%","English: 100%",12,23,5,47,0,5,17,1,1,0,0,0,0,0,0,12/16/2025,,"12/20/2025 17:45:00"
greatseolink.com,"Expired Domains - Register Now!",8,13,64,25,"Business/Food and Related Products: 8
Home/Cooking: 7","English: 51.4%
Slovak: 31.4%
Spanish: 8.5%
Japanese: 5.7%
Polish: 2.8%","English: 100%",15,30,11,3,1,7,17,5,1,0,0,0,5,1,1,12/07/2025,,"12/11/2025 17:45:00"
thegallowspodcast.com,"Expired Domains - Register Now!",9,15,139,129,"Home/Gardening: 9
Business/Construction and Maintenance: 8
Arts/Animation: 4","English: 100%","English: 100%",11,25,5,14,0,5,17,1,0,0,18515929,6,6,9,7,12/04/2025,,"12/08/2025 17:45:00"
agroturizam-brac.com,"Expired Domains - Register Now!",6,17,1947,119,"Computers/Programming/Languages: 6
Computers/Software/Typesetting: 4","English: 52.8%
Russian: 35.4%
Korean: 2.8%
Czech: 2%
Latin: 1.5%
Japanese: 1.5%
German: 1.4%
Spanish: 0.3%
Polish: 0.2%
Arabic: 0.2%","English: 100%",10,34,11,1,0,11,17,2,0,0,0,0,0,1,1,11/20/2025,,"11/24/2025 17:45:00"
brandingforwardproject.com,"Expired Domains - Register Now!",8,14,202,145,"Business/Publishing and Printing: 8
Arts/Music: 4","English: 88.2%
German: 11.7%","English: 100%",14,23,8,0,0,8,17,3,0,0,0,0,0,0,0,11/16/2025,,"11/20/2025 17:45:00"
rpgwh.net,"Expired Domains - Register Now!",8,15,122,36,"Games/Video Games/Roleplaying: 8
Games/Video Games/News and Reviews: 4
Games/Video Games/Shooter: 4
Games/Video Games/Music and Dance: 3
Games/Video Games/Platform: 3
Games/Video Games/Driving and Racing: 3
Games/Video Games/Sports: 3
Games/Video Games/Strategy: 3
Games/Video Games/Action: 3
Science/Environment: 3","English: 95.5%
French: 1.2%
Hungarian: 1.2%
Dutch: 0.6%
Finnish: 0.6%
Swedish: 0.6%","English: 100%",24,24,24,7,0,10,17,3,0,0,0,0,0,1,1,11/13/2025,,"11/17/2025 17:45:00"
livenomva.com,SEO.Domains,7,32,392,157,"Sports/Running: 7
Sports/Cycling: 4
Society/Organizations: 3","English: 99.2%
Russian: 0.7%","English: 100%",30,28,10,19,0,10,17,1,77,0,31345123,1,4,0,0,11/10/2025,$540,
angus-hughes.com,SEO.Domains,5,38,206,164,"Society/Issues: 5
Reference/Museums: 5
Arts/Photography: 4
Arts/Illustration: 4
Arts/Visual Arts: 3
Arts: 3
Arts/Art History: 2
Regional/Europe: 2
Reference/Education: 2","English: 96.6%
Japanese: 3.3%","English: 100%",21,29,14,15,6,13,17,3,0,0,0,0,1,0,0,12/06/2025,$360,
woarl.com,SEO.Domains,7,29,579,189,"Computers/Software/Operating Systems: 7
Computers/Software/Disk Management: 6
Computers/Software/Business Drawing: 6
Shopping/Jewelry: 5
Sports/Cycling: 5
Computers/Systems: 4
Home/Family: 3","English: 93.1%
Chinese: 3.1%
Spanish: 2.5%
Russian: 1.2%","English: 100%",26,34,19,2,6,17,17,2,55,0,33554118,1,33,0,0,12/06/2025,$510,
ancovoligo.com,SEO.Domains,6,15,192,141,"Computers/News and Media: 6","English: 65.1%
Spanish: 23.2%
Basque: 6.9%
Russian: 4.6%","English: 100%",24,29,10,11,4,8,17,2,1,0,0,0,0,1,1,12/06/2025,$220,
gurugalleryshop.com,SEO.Domains,6,38,912,164,"News/Media Industry: 6
Business/Food and Related Products: 2","English: 66.4%
Spanish: 33.3%
Japanese: 0.1%
Russian: 0.1%","English: 100%",29,30,14,41,0,14,17,7,0,0,0,0,1,0,0,12/06/2025,$600,
koasgrill.com,SEO.Domains,7,13,420,157,"Business/Real Estate: 7
Recreation/Travel: 7
Recreation: 5","English: 100%","English: 100%",22,28,9,22,2,8,17,1,0,0,0,0,0,1,1,12/06/2025,$140,
highway-62.com,SEO.Domains,10,30,3885,295,"Arts/Comics: 9
Games/Video Games/Browser Based: 9
Society/People: 8
Games/Roleplaying: 8
Business: 8
Games/Video Games/Roleplaying: 7
Society/Organizations: 7
Arts/Animation: 6
Society: 5
Arts/Music: 5","English: 99.7%
Arabic: 0.2%","English: 100%",26,28,19,3,0,16,17,2,233,0,0,0,4,1,1,11/10/2025,$390,
staugustinebwhistoric.net,"Expired Domains - Register Now!",5,11,113,26,"Recreation/Travel: 5
Science/Biology: 2
Reference/Education: 2","English: 100%","English: 100%",10,34,14,12,0,12,17,2,1,0,0,0,0,2,1,11/07/2025,,"11/09/2025 17:45:00"
proxy.info,"Expired Domains - Register Now!",5,14,53,34,"Recreation/Travel: 5","English: 73.9%
Russian: 26%","English: 100%",17,28,17,9,2,15,17,,0,0,0,0,0,0,0,11/04/2025,$400,"11/08/2025 09:00:00"
quantumcatanimation.com,"Expired Domains - Register Now!",5,15,227,160,"Games/Roleplaying: 5
Arts/Animation: 4
Arts/Music: 3","English: 97.3%
Spanish: 2.6%","English: 100%",16,21,13,0,0,13,17,1,0,0,0,0,0,0,0,10/26/2025,,"10/30/2025 17:45:00"
colecafe.com,"Expired Domains - Register Now!",8,11,85,45,"Recreation/Travel: 8","English: 100%","English: 100%",18,24,16,13,0,14,17,4,0,0,0,0,3,6,6,10/19/2025,,"10/23/2025 17:45:00"
bemisreviewsbooks.com,"Expired Domains - Register Now!",5,13,346,128,"Society/Issues: 5
Society/Politics: 2
Society/History: 2","English: 100%","English: 100%",14,27,6,12,0,6,17,1,0,0,0,0,0,0,0,10/19/2025,,"10/23/2025 17:45:00"
betterbestgaming.com,"Expired Domains - Register Now!",5,7,25,22,"Health/Conditions and Diseases: 5
Computers/Internet: 5
Sports/Winter Sports: 4
Society/Government: 4","English: 90%
French: 10%","English: 100%",15,23,2,2,1,2,17,3,0,0,0,0,1,0,0,10/01/2025,,"10/05/2025 17:45:00"
theriegerreport.com,"Expired Domains - Register Now!",5,14,353,264,"Business/Construction and Maintenance: 5","English: 100%","English: 100%",13,27,5,11,0,5,17,2,0,0,0,0,2,0,0,09/30/2025,,"10/04/2025 17:45:00"
praizenews.com,"Expired Domains - Register Now!",7,19,176,20,"Computers/Chats and Forums: 7","English: 99.4%
Russian: 0.5%","English: 100%",15,29,7,23,0,7,17,2,4,0,0,0,0,1,1,09/15/2025,,"09/19/2025 17:45:00"
bestlocalinstaller.com,"Expired Domains - Register Now!",10,12,89,24,"Business/Construction and Maintenance: 10","English: 98.8%
Indonesian: 1.1%","English: 100%",15,21,7,23,0,6,17,2,3,0,0,0,8,0,0,08/28/2025,,"09/01/2025 17:45:00"
meerbrood.com,"Expired Domains - Register Now!",6,12,1144,54,"Computers/Consultants: 6
Regional/Europe: 5
Sports/Martial Arts: 5
Business: 4
Arts/Performing Arts: 4
Reference/Education: 4
Health: 4
Science/Social Sciences: 3
Business/Business Services: 3","English: 91.3%
Dutch: 8.6%","English: 71.4%
German: 28.5%",12,17,13,14,0,11,17,4,0,0,0,0,2,0,0,08/16/2025,,"08/20/2025 17:45:00"
texasdivasboutique.net,"Expired Domains - Register Now!",9,15,100,47,"Recreation/Travel: 9","English: 98.5%
Arabic: 1.4%","English: 100%",13,31,12,19,0,12,17,3,0,0,0,0,0,0,0,07/21/2025,,"07/25/2025 17:45:00"
brennholz-guenstig.com,"Expired Domains - Register Now!",9,13,233,56,"Computers/Internet: 9
Business/Real Estate: 6
Business/Transportation and Logistics: 6
Computers/Internet/Searching: 6
Science/Technology: 6
Business/Construction and Maintenance: 6
Computers/Internet/Web Design and Development: 3
Business/Industrial Goods and Services: 1","English: 55.9%
French: 43%
Polish: 0.4%
Turkish: 0.4%","English: 100%",13,35,12,8,0,10,17,3,0,0,0,0,0,0,0,07/21/2025,,"07/25/2025 17:45:00"
exhibizmarketing.com,"Expired Domains - Register Now!",5,13,71,26,"Adult/Computers: 5
Recreation/Pets: 1","English: 98.5%
Spanish: 1.4%","English: 100%",13,27,4,4,0,4,17,1,0,0,0,0,0,0,0,07/19/2025,,"07/23/2025 17:45:00"
versatile-vegan.com,"Expired Domains - Register Now!",9,16,464,103,"Home/Cooking: 9
Home/Rural Living: 2","English: 99.4%
Spanish: 0.5%","English: 100%",18,24,12,20,0,11,17,6,0,0,0,0,0,0,0,07/19/2025,,"07/21/2025 17:45:00"
itrifia.com,"Expired Domains - Register Now!",10,12,34,20,"Regional/Europe: 10","English: 66.6%
Italian: 33.3%","English: 100%",10,19,2,4,0,2,17,2,0,0,0,0,0,0,0,07/15/2025,,"07/18/2025 17:45:00"
energycompaniesalberta.com,"Expired Domains - Register Now!",9,13,516,30,"Science/Technology: 9
Recreation/Humor: 8
Computers/Internet/Web Design and Development: 6
Arts/Writers Resources: 6
Society/Subcultures: 5
Arts/Comics: 4","English: 100%","English: 100%",14,28,7,0,0,7,17,3,0,0,0,0,13,2,2,07/15/2025,,"07/18/2025 17:45:00"
qualityautomotivegp.com,"Expired Domains - Register Now!",8,11,882,871,"Business: 8
Regional/North America: 5
Sports/Motorsports: 3","English: 92.9%
Russian: 1.4%
Japanese: 1.1%
Persian: 0.7%
Thai: 0.5%
French: 0.4%
Turkish: 0.3%
Vietnamese: 0.3%
German: 0.3%
Italian: 0.2%","English: 100%",13,35,9,3,0,8,17,2,0,0,0,0,2,9,9,07/08/2025,,"07/12/2025 17:45:00"
cabletvadvisor.com,"Expired Domains - Register Now!",6,13,96,27,"Society/People: 5
Society/Subcultures: 5
Recreation/Travel: 5
Computers/Internet/On the Web: 5
Arts/Literature: 3
Arts/Genres: 3
Games/Roleplaying: 3
Recreation/Food: 3
Home/Gardening: 3
Arts/Movies: 3","English: 100%","English: 100%",12,29,14,12,1,14,17,3,0,0,0,0,13,2,2,07/08/2025,,"07/12/2025 17:45:00"
zibettiphotofilm.com,"Expired Domains - Register Now!",8,15,166,105,"Business/Arts and Entertainment: 8
Home/Cooking: 8
Arts/Crafts: 7
Business/Food and Related Products: 4
Recreation/Food: 4
Shopping/Jewelry: 4","English: 100%","English: 100%",14,29,6,1,0,6,17,3,0,0,0,0,1,0,0,06/29/2025,,"07/03/2025 17:45:00"
microproducts.net,"Expired Domains - Register Now!",7,13,1263,21,"Business/Real Estate: 7","English: 100%","English: 100%",11,23,21,35,1,13,17,5,0,0,0,0,1,0,0,06/27/2025,,"07/01/2025 17:45:00"
packofpitts.com,"Namejet PreRelease",5,26,877,454,"Recreation/Pets: 4
Recreation/Food: 4
Society: 4
Health/Mental Health: 3
Regional/Europe: 3
Society/Issues: 3
Recreation/Travel: 3
Recreation/Radio: 3
Society/Organizations: 3
Home/Family: 3","English: 70.9%
French: 16.5%
Russian: 11.2%
Dutch: 0.9%
Arabic: 0.1%
Portuguese: 0.1%","English: 95.2%
Russian: 4.7%",13,28,9,15,0,9,16,,3,0,16130723,11,9,47,26,12/21/2025,$59,"12/22/2025 19:40:00"
chiangmaielephants.com,"Pending Delete",6,15,45,27,"Business/Real Estate: 6","English: 83.7%
French: 5.4%
Persian: 5.4%
German: 2.7%
Thai: 2.7%","English: 100%",10,26,16,1,0,14,16,1,,0,33775840,1,0,1,1,12/21/2025,,"12/25/2025 17:45:00"
hymarc.com,"Pending Delete",7,14,67,30,"Arts/Visual Arts: 7","English: 70.8%
Arabic: 20.8%
Spanish: 6.2%
German: 2%","English: 100%",15,19,28,13,5,23,16,4,,0,0,0,0,1,1,12/20/2025,,"12/24/2025 17:45:00"
boxgirlskenya.com,"Namejet PreRelease",8,16,160,147,"Home/Cooking: 8
Regional/North America: 4
Reference/Education: 3
Society/Religion and Spirituality: 3","English: 61.5%
French: 34.6%
Italian: 3.8%","English: 100%",24,23,9,27,0,9,16,0,1,0,0,0,40,2,1,12/21/2025,$69,"12/22/2025 19:10:00"
kulczykoil.com,"Pending Delete",5,13,38,31,"Business: 5
Business/Financial Services: 4
Arts/Movies: 4
Computers/Companies: 3
Business/Investing: 3
Business/Industrial Goods and Services: 3
Regional/Europe: 3
Sports/Martial Arts: 2
Business/Mining and Drilling: 2","English: 83.8%
Polish: 6.9%
Dutch: 4.6%
German: 3%
French: 0.7%
Swedish: 0.7%","English: 100%",24,20,12,10,0,12,16,1,,0,0,0,0,0,0,12/19/2025,,"12/23/2025 17:45:00"
wrenscottage.com,"Pending Delete",6,16,436,252,"Society/History: 5
Arts/Architecture: 5
Recreation/Models: 5
Society/Organizations: 5
News/Newspapers: 5
Recreation/Trains and Railroads: 4
Business/Marketing and Advertising: 3
Arts/Crafts: 3
Recreation/Travel: 2","English: 98.1%
French: 1.8%","English: 100%",27,31,22,11,0,21,16,4,3,0,27820115,2,29,0,0,12/18/2025,,"12/22/2025 17:45:00"
safakhali.com,"Pending Delete",6,19,1631,150,"Recreation/Boating: 6","English: 67.5%
Russian: 13.1%
German: 7.3%
French: 4.6%
Swedish: 2.2%
Hungarian: 0.8%
Vietnamese: 0.6%
Polish: 0.5%
Portuguese: 0.4%
Norwegian: 0.4%","English: 100%",30,38,14,33,0,14,16,2,0,0,0,0,0,0,0,12/18/2025,,"12/22/2025 17:45:00"
cafesantjaumevalencia.com,"Pending Delete",7,34,57378,732,"Society/Gay  Lesbian  and Bisexual: 7
Business: 5
Computers/Internet/On the Web: 4
Society/Law: 4
Recreation/Travel: 4
Computers/Internet/Chat: 3
Recreation/Nudism: 3
Health/Conditions and Diseases: 3
Society/Organizations: 3
Science/Social Sciences: 3","English: 67.6%
Spanish: 17.6%
Dutch: 5.8%
Italian: 5.8%
German: 2.9%","English: 100%",21,45,7,4,0,7,16,3,4,0,0,0,6,5,3,12/18/2025,,"12/22/2025 17:45:00"
publicdomainblog.com,"GoDaddy Closeouts",11,15,214,61,"Society: 11
Shopping/Publications: 6","English: 96.7%
French: 1%
Greek: 1%
Spanish: 1%","English: 100%",11,36,17,38,0,16,16,1,1,0,0,0,0,0,0,12/17/2025,$5,"12/22/2025 19:18:00"
gidforums.com,"Dynadot Expired",15,26,899,296,"Society/People: 15
Computers/Software/Operating Systems: 12
Computers/Internet/Domain Names: 11
Recreation/Roads and Highways: 8
Computers/Internet/Web Design and Development: 7
Games/Video Games/Puzzle: 7
Recreation/Travel: 6
Games/Video Games/Downloads: 6
Arts/Radio: 6
Games/Video Games/Roleplaying: 6","English: 68.1%
Slovak: 12%
Vietnamese: 6.6%
Russian: 3.7%
German: 2.5%
Portuguese: 2.2%
Spanish: 0.9%
Danish: 0.7%
Slovenian: 0.7%
French: 0.5%","English: 100%",41,37,22,71,0,21,16,2,269,0,27055641,2,0,9,2,12/17/2025,$1,"01/07/2026 16:00:00"
thelifelongadventures.com,"Expired Domains - Register Now!",9,17,246,173,"Sports/Cycling: 9","English: 98.6%
German: 0.6%
Thai: 0.6%","English: 100%",11,33,8,1,0,7,16,1,0,0,0,0,0,0,0,12/15/2025,,"12/19/2025 17:45:00"
fabulousthemusicalcomedy.com,"Expired Domains - Register Now!",7,12,83,60,"Arts/Performing Arts: 7
Arts/Music: 5
Arts/Radio: 4
Arts/People: 3
Shopping/Entertainment: 3
Reference/Education: 3
Arts: 3","English: 96.9%
Arabic: 1%
Russian: 1%
Thai: 1%","English: 100%",18,22,11,4,1,9,16,3,0,0,0,0,25,8,8,12/11/2025,,"12/15/2025 17:45:00"
everymuslim.net,"Expired Domains - Register Now!",7,17,124,27,"Society/Religion and Spirituality: 7
Computers/Internet/Web Design and Development: 5
Society/Philanthropy: 3","English: 99.7%
Japanese: 0.2%","English: 100%",20,27,16,50,1,16,16,7,0,0,0,0,0,0,0,12/07/2025,,"12/11/2025 17:45:00"
